"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"The Class ","Drama","Laurent Cantet","François Bégaudeau","Agame Malembo-Emene","Angélica Sancio","Color","high school|inner city|school|student|teacher","French",2008,7.5
"Maria Full of Grace ","Crime|Drama","Joshua Marston","Catalina Sandino Moreno","Wilson Guerrero","Yenny Paola Vega","Color","colombia|colombian|drug mule|money|stomach","Spanish",2004,7.5
"The Valley of Decision ","Drama","Tay Garnett","Jessica Tandy","Greer Garson","Lionel Barrymore"," Black and White","immigrant|maid|steel mill|strike|union","English",1945,7.5
"[Rec] ","Horror","Jaume Balagueró","Manuela Velasco","Pablo Rosso","Carlos Lasarte","Color","apartment building|character's point of view camera shot|fire station|subjective camera|television reporter","Spanish",2007,7.5
"From Russia with Love ","Action|Adventure|Thriller","Terence Young","Robert Shaw","Daniela Bianchi","Lois Maxwell","Color","assassin|british agent|british secret service|decoder|russian","English",1963,7.5
"American Splendor ","Biography|Comedy|Drama","Shari Springer Berman","Josh Hutcherson","James Urbaniak","Daniel Tay","Color","1980s|comic book|dark horse comics|reference to david letterman|robert crumb","English",2003,7.5
"Ghost Dog: The Way of the Samurai ","Action|Crime|Drama|Thriller","Jim Jarmusch","Henry Silva","Gano Grills","Richard Portnow","Color","african american|code|dog|pigeon|samurai","English",1999,7.5
"A Nightmare on Elm Street ","Horror","Wes Craven","Johnny Depp","Lin Shaye","Amanda Wyss","Color","freddy krueger|lucid dream|serial killer|slasher|sleep deprivation","English",1984,7.5
"Travelers and Magicians ","Adventure|Drama","Khyentse Norbu","Tshewang Dendup","Lhakpa Dorji","Sonam Kinga","Color","bhutan|buddhist|monk|storytelling|weaver","Dzongkha",2003,7.5
"In the Bedroom ","Crime|Drama","Todd Field","Tom Wilkinson","Sissy Spacek","Karen Allen","Color","doctor|maine|only son|school choir|summer","English",2001,7.5
"Buffalo '66 ","Comedy|Crime|Drama|Romance","Vincent Gallo","Anjelica Huston","Vincent Gallo","Jan-Michael Vincent","Color","shower|stripper|tap dancing|underwear|undressing","English",1998,7.5
"Rocket Singh: Salesman of the Year ","Comedy|Drama","Shimit Amin","Ranbir Kapoor","Shazahn Padamsee","Gauhar Khan","Color","boss|computer|honesty|sales|salesman","Hindi",2009,7.5
"An Inconvenient Truth ","Documentary","Davis Guggenheim","Billy West","Al Gore","","Color","climate|earth|global warming|science|truth","English",2006,7.5
"Juno ","Comedy|Drama|Romance","Jason Reitman","J.K. Simmons","Jennifer Garner","Rainn Wilson","Color","adoption|baby|friend|pregnancy|school","English",2007,7.5
"Fruitvale Station ","Biography|Drama|Romance","Ryan Coogler","Ahna O'Reilly","Melonie Diaz","Ariana Neal","Color","22 year old|b.a.r.t.|bay area|birthday|police","English",2013,7.5
"Welcome to the Dollhouse ","Comedy|Drama","Todd Solondz","Heather Matarazzo","Ken Leung","Christina Vidal","Color","bully|first crush|school|social outcast|taunting","English",1995,7.5
"American Graffiti ","Comedy|Drama|Music","George Lucas","Harrison Ford","Ron Howard","Mackenzie Phillips","Color","california|car|drag racing|high school|rock 'n' roll","English",1973,7.5
"Kevin Hart: Laugh at My Pain ","Comedy|Documentary","Leslie Small","Isaac C. Singleton Jr.","Larry King","Jeanette Branch","Color","stand up comedy","English",2011,7.5
"Mad Hot Ballroom ","Documentary|Family|Music","Marilyn Agrelo","Heather Berman","Eva Carrozza","Paul Daggett","Color","ballroom dancing|new york city|poise|self confidence|teacher","English",2005,7.5
"America Is Still the Place ","History","Patrick Gilles","Emma Caulfield","Dylan Baker","Mike Colter","Color","","English",2015,7.5
"Metropolitan ","Comedy|Drama|Romance","Whit Stillman","Chris Eigeman","Taylor Nichols","Ellia Thompson","Color","apartment|dancing|debutante|new york|upper class","English",1990,7.5
"51 Birch Street ","Documentary","Doug Block","Carol Block","Ellen Block","Mike Block","Color","address as title|number in title|parents","English",2005,7.5
"Sisters in Law ","Documentary","Florence Ayisi","Vera Ngassa","Beatrice Ntuba","","Color","","English",2005,7.5
"Burn ","Documentary","Tom Putnam","Brendan Doogie Milewski","Donald Austin","Craig Dougherty","Color","abandoned building|detroit michigan|firefighter|michigan|urban setting","English",2012,7.5
"Call + Response ","Documentary|History|Music","Justin Dillon","Matisyahu","Natasha Bedingfield","Madeleine Albright","Color","fair trade|human trafficking|non profit|rockumentary|slavery","English",2008,7.5
"The Texas Chain Saw Massacre ","Horror|Thriller","Tobe Hooper","Gunnar Hansen","Edwin Neal","Marilyn Burns","Color","cannibal|chainsaw|hitchhiker|independent film|leatherface","English",1974,7.5
"Roger & Me ","Documentary","Michael Moore","Michael Moore","Pat Boone","Bob Eubanks","Color","factory|flint michigan|general motors|michigan|quest","English",1989,7.5
"Pi ","Drama|Mystery|Thriller","Darren Aronofsky","Mark Margolis","Clint Mansell","Stanley B. Herman"," Black and White","mathematician|nature|numbers|pattern|using a metal detector on a beach","English",1998,7.5
"George Washington ","Drama","David Gordon Green","Paul Schneider","Eddie Rouse","Damian Jewan Lee","Color","cover up|north carolina|redemption|small town|teenager","English",2000,7.5
"The Circle ","Drama","Jafar Panahi","Fereshteh Sadre Orafaiy","Nargess Mamizadeh","Mojgan Faramarzi","Color","abortion|bus|hospital|prison|prostitution","Persian",2000,7.5
"The Following             ","Crime|Drama|Mystery|Thriller","","Natalie Zea","Valorie Curry","Sam Underwood","Color","cult|fbi|hideout|prison escape|serial killer","English",NA,7.5
"Dawn of the Planet of the Apes ","Action|Adventure|Drama|Sci-Fi","Matt Reeves","Gary Oldman","Judy Greer","Kodi Smit-McPhee","Color","ape|dam|leader|post apocalypse|sequel","English",2014,7.6
"Harry Potter and the Goblet of Fire ","Adventure|Family|Fantasy|Mystery","Mike Newell","Robert Pattinson","Daniel Radcliffe","Rupert Grint","Color","fire|goblet|magic|tournament|wizard","English",2005,7.6
"Frozen ","Adventure|Animation|Comedy|Family|Fantasy|Musical","Chris Buck","Josh Gad","Maurice LaMarche","Livvy Stubenrauch","Color","magic|sister love|sister sister relationship|snow|snowman","English",2013,7.6
"Kung Fu Panda ","Action|Adventure|Animation|Comedy|Family","Mark Osborne","Angelina Jolie Pitt","Wayne Knight","Dan Fogler","Color","kung fu|kung fu master|master|panda|snow leopard","English",2008,7.6
"The Hunger Games: Catching Fire ","Adventure|Sci-Fi|Thriller","Francis Lawrence","Jennifer Lawrence","Josh Hutcherson","Sandra Ellis Lafferty","Color","president|snow|television|tour|uprising","English",2013,7.6
"Star Wars: Episode III - Revenge of the Sith ","Action|Adventure|Fantasy|Sci-Fi","George Lucas","Natalie Portman","Christopher Lee","Hayden Christensen","Color","elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision","English",2005,7.6
"The A-Team             ","Action|Adventure|Crime","","George Peppard","Dirk Benedict","Dwight Schultz","Color","1980s|cult tv|famous opening theme|good versus evil|hero for hire","English",NA,7.6
"The Flowers of War ","Drama|History|Romance|War","Yimou Zhang","Christian Bale","Ni Ni","Shigeo Kobayashi","Color","abusive stepfather|attempted rape|food shortage|sexual abuse|starving child","Mandarin",2011,7.6
"Rise of the Planet of the Apes ","Action|Drama|Sci-Fi|Thriller","Rupert Wyatt","James Franco","David Oyelowo","Tyler Labine","Color","alzheimer's disease|ape|chimpanzee|fire|when animals attack","English",2011,7.6
"Die Hard with a Vengeance ","Action|Adventure|Thriller","John McTiernan","Bruce Willis","Aldis Hodge","Kevin Chamberlin","Color","bomb|detective|new york city|police|terrorist","English",1995,7.6
"Sherlock Holmes ","Action|Adventure|Crime|Mystery|Thriller","Guy Ritchie","Robert Downey Jr.","Eddie Marsan","Robert Maillet","Color","black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes","English",2009,7.6
"Enemy at the Gates ","Drama|History|War","Jean-Jacques Annaud","Bob Hoskins","Gabriel Thomson","Clemens Schick","Color","battle|german|russian|sniper|stalingrad","English",2001,7.6
"Fury ","Action|Drama|War","David Ayer","Brad Pitt","Logan Lerman","Jim Parrack","Color","battle|battlefield|brutality|combat|tank","English",2014,7.6
"Bewitched             ","Comedy|Family|Fantasy","","Elizabeth Montgomery","Agnes Moorehead","Dick York"," Black and White","connecticut|magic|marriage|witch|witchcraft","English",NA,7.6
"Munich ","Drama|History|Thriller","Steven Spielberg","Ayelet Zurer","Moritz Bleibtreu","Mathieu Amalric","Color","arab|black september|israel|jew|munich olympics","English",2005,7.6
"The Abyss ","Adventure|Drama|Sci-Fi|Thriller","James Cameron","Michael Biehn","Todd Graff","Mary Elizabeth Mastrantonio","Color","alien|estranged couple|ocean|submarine|underwater","English",1989,7.6
"Ice Age ","Adventure|Animation|Comedy|Family","Chris Wedge","Goran Visnjic","Stephen Root","Denis Leary","Color","baby|ice|ice age|sleeping|sloth","English",2002,7.6
"Apollo 13 ","Adventure|Drama|History","Ron Howard","Tom Hanks","Miko Hughes","Kathleen Quinlan","Color","cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space","English",1995,7.6
"Les Misérables ","Drama|Musical|Romance","Tom Hooper","Hugh Jackman","Eddie Redmayne","Anne Hathaway","Color","barricade|innkeeper|parole|rebellion|student","English",2012,7.6
"Collateral ","Crime|Drama|Thriller","Michael Mann","Tom Cruise","Jada Pinkett Smith","Debi Mazar","Color","city by night|contract killer|driving at night|los angeles california|taxi","English",2004,7.6
"The Godfather: Part III ","Crime|Drama","Francis Ford Coppola","Al Pacino","Joe Mantegna","Bridget Fonda","Color","1970s|family relationships|mob hit|opera|repeating history","English",1990,7.6
"Moulin Rouge! ","Drama|Musical|Romance","Baz Luhrmann","Jim Broadbent","Kylie Minogue","Richard Roxburgh"," Black and White","death of main character|eiffel tower paris|jealousy|tragedy|two suitors","English",2001,7.6
"Grindhouse ","Action|Horror|Thriller","Robert Rodriguez","Quentin Tarantino","Rosario Dawson","Zoë Bell","Color","anthropophagus|blood and gore|double feature|real twins playing twins|zombie","English",2007,7.6
"The Thin Red Line ","Drama|War","Terrence Malick","Nick Stahl","Miranda Otto","Dash Mihok","Color","battle|hill|jungle|multiple perspectives|tropical island","English",1998,7.6
"Interview with the Vampire: The Vampire Chronicles ","Drama|Fantasy|Horror","Neil Jordan","Brad Pitt","Tom Cruise","Kirsten Dunst","Color","betrayal|dangerous friend|gothic|monster as victim|vampire","English",1994,7.6
"Inside Man ","Crime|Drama|Mystery|Thriller","Spike Lee","Denzel Washington","James Ransone","Peter Gerety","Color","bank|detective|negotiation|police|robber","English",2006,7.6
"Moneyball ","Biography|Drama|Sport","Bennett Miller","Philip Seymour Hoffman","Robin Wright","Brad Pitt","Color","baseball|meeting|statistics|strategy|voice over","English",2011,7.6
"Traffic ","Crime|Drama|Thriller","Steven Soderbergh","Michael O'Neill","Jacob Vargas","James Lew","Color","cocaine|drug smuggling|interlinked stories|judge|mexico","English",2000,7.6
"Star Trek: First Contact ","Action|Adventure|Drama|Sci-Fi|Thriller","Jonathan Frakes","LeVar Burton","Alfre Woodard","Jonathan Frakes","Color","21st century|borg|borg sphere|captain|sphere","English",1996,7.6
"Lord of War ","Crime|Drama|Thriller","Andrew Niccol","Nicolas Cage","Jeremy Crutchley","Jared Burke","Color","1980s|arms dealer|immorality|ukrainian|warlord","English",2005,7.6
"Lone Survivor ","Action|Biography|Drama|Thriller|War","Peter Berg","Jerry Ferrara","Scott Elrod","Dan Bilzerian","Color","courage|navy seal|outnumbered|shot multiple times|survival","English",2013,7.6
"Bridge of Spies ","Drama|History|Thriller","Steven Spielberg","Tom Hanks","Mark Rylance","Amy Ryan","Color","cia|cold war|lawyer|negotiation|spy","English",2015,7.6
"The Impossible ","Drama|Thriller","J.A. Bayona","Naomi Watts","Geraldine Chaplin","Oaklee Pendergast","Color","christmas|resort|thailand|tourist|tsunami","English",2012,7.6
"The Crow ","Action|Drama|Fantasy","Alex Proyas","Michael Wincott","Bai Ling","David Patrick Kelly","Color","back from the dead|crime boss|crow|gothic|vigilante","English",1994,7.6
"The Hurricane ","Biography|Drama|Sport","Norman Jewison","Denzel Washington","Vincent Pastore","Deborah Kara Unger"," Black and White","african american|book|boxer|boxing|murder","English",1999,7.6
"The Town ","Crime|Drama|Thriller","Ben Affleck","Jeremy Renner","Jon Hamm","Owen Burke","Color","bank manager|bank robbery|criminal gang|heist|prison","English",2010,7.6
"Batman ","Action|Adventure","Tim Burton","Michael Gough","Jack Palance","William Hootkins","Color","city|dc comics|gotham|pantyhose|police","English",1989,7.6
"A Few Good Men ","Drama|Thriller","Rob Reiner","Tom Cruise","Demi Moore","Kevin Pollak","Color","cuba|guantanamo|lance corporal|lawyer|murder","English",1992,7.6
"The Reader ","Drama|Romance","Stephen Daldry","Kate Winslet","David Kross","Susanne Lothar","Color","love|reading|teaching oneself to read|trial|war crime","English",2008,7.6
"The Hunt for Red October ","Action|Adventure|Thriller","John McTiernan","Scott Glenn","Jeffrey Jones","Courtney B. Vance","Color","analyst|defection|navy|soviet submarine|submarine","English",1990,7.6
"Blow ","Biography|Crime|Drama","Ted Demme","Johnny Depp","Ethan Suplee","Jordi Mollà","Color","1960s|1970s|california|cocaine|wealth","English",2001,7.6
"Sicario ","Action|Crime|Drama|Mystery|Thriller","Denis Villeneuve","Edgar Arreola","Bernardo Saracino","Daniel Kaluuya","Color","critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs","English",2015,7.6
"Secondhand Lions ","Comedy|Drama|Family","Tim McCanlies","Haley Joel Osment","Robert Duvall","Emmanuelle Vaugier","Color","africa|eyeglasses|money|texas|veteran","English",2003,7.6
"Stranger Than Fiction ","Comedy|Drama|Fantasy|Romance","Marc Forster","Will Ferrell","Christian Stolte","Danny Rhodes","Color","author|fate|novelist|professor|writer","English",2006,7.6
"Midnight Run ","Action|Comedy|Crime|Thriller","Martin Brest","Robert De Niro","Yaphet Kotto","Philip Baker Hall","Color","accountant|bounty hunter|fbi|mafia|mob","English",1988,7.6
"12 Monkeys             ","Adventure|Drama|Mystery|Sci-Fi|Thriller","","Amanda Schull","Kirk Acevedo","Tom Noonan","Color","epidemic|mission|paradox|plague|virus","English",NA,7.6
"Indiana Jones and the Temple of Doom ","Action|Adventure","Steven Spielberg","Harrison Ford","Amrish Puri","Kate Capshaw","Color","children|studio logo segues into film|temple|village|white dinner jacket","English",1984,7.6
"The Royal Tenenbaums ","Comedy|Drama","Wes Anderson","Bill Murray","Anjelica Huston","Seymour Cassel","Color","brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window","English",2001,7.6
"The Omen ","Fantasy|Horror|Mystery","Richard Donner","Lee Remick","Patrick Troughton","Billie Whitelaw","Color","ambassador|death|hospital|priest|stillborn child","English",1976,7.6
"The Hours ","Drama|Romance","Stephen Daldry","Meryl Streep","Stephen Dillane","Miranda Richardson","Color","housewife|lesbian|novel|party|reading","English",2002,7.6
"The Fisher King ","Comedy|Drama|Fantasy","Terry Gilliam","Jeff Bridges","David Hyde Pierce","Harry Shearer","Color","friendship|holy grail|massacre|redemption|video store","English",1991,7.6
"I Am Sam ","Drama","Jessie Nelson","Dianne Wiest","Loretta Devine","Richard Schiff","Color","child custody|custody battle|disability|mentally impaired man|single father","English",2001,7.6
